name,operator,lat,lon,state,city,county
AWS,,38.9814459,-77.4260359,Virginia,Sterling,Loudoun County
,,38.9848368,-77.4259111,Virginia,Sterling,Loudoun County
Meta Eagle Mountain Data Center,Meta,40.2685879,-112.015101,Utah,Eagle Mountain,Utah County
Meta Eagle Mountain Data Center,Meta,40.2655638,-112.0151297,Utah,Eagle Mountain,Utah County
,,38.926806,-94.7683728,KS,Lenexa,Johnson County
Digital Realty IAD42,Digital Realty,39.0056891,-77.4494637,Virginia,Sterling,Loudoun County
Amazon Web Services us-west-2,Amazon Web Services,45.8466681,-119.6070387,Oregon,,Morrow County
Amazon Web Services us-west-2,Amazon Web Services,45.8467537,-119.6090617,Oregon,,Morrow County
Meta Henrico Data Center,Meta,37.4819534,-77.2337115,Virginia,,Henrico County
,,28.2940687,-81.8348651,FL,Polk City,Polk County
DataBank Las Vegas LAS1,DataBank,36.059754,-115.1471723,NV,Las Vegas,Clark County
Meta Eagle Mountain Data Center,Meta,40.2723307,-112.0150579,Utah,Eagle Mountain,Utah County
Amazon IAD601,Amazon Web Services,39.0152596,-77.4377755,Virginia,Sterling,Loudoun County
,DirecTV,31.9726748,-110.3047517,AZ,Benson,Cochise County
,,33.4933506,-112.0705502,AZ,Phoenix,Maricopa County
Meta Stanton Springs Data Center,Meta,33.6004683,-83.7003581,GA,Social Circle,Newton County
,Meta,33.6013861,-83.7054258,Georgia,,Newton County
Flexential Salt Lake City - Millcreek,Flexential,40.685569,-111.8850505,UT,Salt Lake City,Salt Lake County
Amazon PDX93,Amazon Web Services,45.8365499,-119.6898735,Oregon,Boardman,Morrow County
Amazon Web Services,Amazon Web Services,38.7442865,-77.5333323,VA,Manassas,Prince William County
,,38.7459908,-77.5375488,VA,Manassas,Prince William County
COPT Innovation Park Data Center,Amazon Web Services,38.7438863,-77.5306249,VA,Manassas,Prince William County
COPT Data Center Bldg 2,Amazon Web Services,38.7440549,-77.5291961,Virginia,Manassas,Prince William County
Amazon,Amazon Web Services,37.3899287,-121.9659908,California,Santa Clara,Santa Clara County
,Google,33.061987,-80.0382932,South Carolina,,Berkeley County
Google,Google,33.0621835,-80.0396508,South Carolina,,Berkeley County
Google,Google,33.0620982,-80.0411281,South Carolina,,Berkeley County
Google,Google,33.0643114,-80.03845,South Carolina,,Berkeley County
Google,Google,33.0663558,-80.0385236,South Carolina,,Berkeley County
Google,Google,33.0641647,-80.0436036,South Carolina,,Berkeley County
Google,Google,33.0620387,-80.0449828,South Carolina,,Berkeley County
Google,Google,33.0644422,-80.0460576,South Carolina,,Berkeley County
,Meta,33.6000742,-83.6968472,Georgia,,Newton County
,Meta,33.5980717,-83.6950212,Georgia,,Newton County
Microsoft EAT02,Microsoft,47.416868,-120.2076878,Washington,East Wenatchee,Douglas County
Intergate Columbia D,Sabey Data Centers,47.4075849,-120.1915785,Washington,East Wenatchee,Douglas County
Google,Google,41.1773457,-95.8048567,Iowa,Council Bluffs,Pottawattamie County
Google,Google,41.1772395,-95.8063182,Iowa,Council Bluffs,Pottawattamie County
Google,Google,41.1774831,-95.8031865,Iowa,Council Bluffs,Pottawattamie County
Google,Google,41.1774894,-95.8009224,Iowa,Council Bluffs,Pottawattamie County
Google,Google,41.1755233,-95.8067784,Iowa,Council Bluffs,Pottawattamie County
Google,Google,41.1755246,-95.8056388,Iowa,Council Bluffs,Pottawattamie County
Google,Google,41.1755259,-95.804509,Iowa,Council Bluffs,Pottawattamie County
Google,Google,41.1755278,-95.803375,Iowa,Council Bluffs,Pottawattamie County
Google,Google,41.1755307,-95.8022395,Iowa,Council Bluffs,Pottawattamie County
Google,Google,41.1755301,-95.8011057,Iowa,Council Bluffs,Pottawattamie County
Google,Google,41.1755366,-95.7999641,Iowa,Council Bluffs,Pottawattamie County
Google,Google,41.1726404,-95.8040298,Iowa,Council Bluffs,Pottawattamie County
Google,Google,41.1726458,-95.8025278,Iowa,Council Bluffs,Pottawattamie County
Google,Google,41.1725558,-95.8011273,Iowa,Council Bluffs,Pottawattamie County
Microsoft,Microsoft,41.4968303,-93.7869962,IA,West Des Moines,Warren County
Microsoft,Microsoft,41.539814,-93.8263137,Iowa,West Des Moines,Dallas County
Microsoft,Microsoft,41.5396705,-93.8286654,Iowa,West Des Moines,Dallas County
,,37.3611541,-121.9423402,CA,Santa Clara,Santa Clara County
xAI Macrohardrr,xAI,34.9934882,-90.0341701,TN,Memphis,DeSoto County
Flexential Portland - Hillsboro 4 Expansion,Flexential,45.5553909,-122.941087,OR,Hillsboro,Washington County
Flexential Portland - Hillsboro 5,Flexential,45.5563379,-122.9393627,OR,Hillsboro,Washington County
QTS San Antonio II,Quality Technology Services,29.4491574,-98.6531261,TX,San Antonio,Bexar County
T5@Colorado Springs,,38.7861601,-104.7885828,CO,Colorado Springs,El Paso County
Flexential Tampa - North,Flexential,28.0738698,-82.3683619,FL,Tampa,Hillsborough County
Amazon Web Services,Amazon Web Services,39.0167452,-77.4520059,Virginia,,Loudoun County
Amazon Web Services,Amazon Web Services,39.015885,-77.4531399,Virginia,,Loudoun County
Aligned IAD02,Aligned,39.0104171,-77.4751585,Virginia,,Loudoun County
QTS Manassas DC5,Quality Technology Services,38.7547679,-77.5173876,Virginia,Manassas,Prince William County
PHX-11,Microsoft,33.4090306,-112.3648272,AZ,Goodyear,Maricopa County
,,41.0523325,-73.9717745,NY,Orangeburg,Rockland County
Compute North,,40.7259269,-99.038336,Nebraska,Kearney,Buffalo County
Flexential Atlanta - Douglasville 1,Flexential,33.7310574,-84.6160809,GA,Douglasville,Douglas County
Google,Google,36.6248386,-87.2635099,Tennessee,,Montgomery County
SPC3A,Google,36.6243111,-87.2590216,Tennessee,,Montgomery County
Amazon Web Services,Amazon Web Services,38.9795634,-77.4174915,Virginia,Oak Grove,Loudoun County
,US Bitcoin,43.0821786,-79.0307777,New York,City of Niagara Falls,Niagara County
TierPoint Valley Forge,TierPoint,40.1218812,-75.4208776,Pennsylvania,Lower Providence Township,Montgomery County
,Aligned Data Centers,45.5540594,-122.9492507,Oregon,Hillsboro,Washington County
,,39.5140681,-119.4755145,Nevada,,Storey County
,,39.5138706,-119.4848531,Nevada,,Storey County
Flexential Salt Lake City - Fair Park,Flexential,40.7667963,-111.9202947,UT,Salt Lake City,Salt Lake County
CyrusOne San Antonio IV,,29.47076,-98.670723,Texas,San Antonio,Bexar County
Equinix Ashburn DC16,Equinix,39.0242573,-77.4523268,Virginia,Ashburn,Loudoun County
Microsoft IAD11,Microsoft,38.9482582,-77.5559109,Virginia,,Loudoun County
Amazon PDX63,Amazon Web Services,45.9014505,-119.3205224,Oregon,,Umatilla County
Amazon PDX65,Amazon Web Services,45.9027657,-119.3204918,Oregon,,Umatilla County
Amazon PDX67,Amazon Web Services,45.9038538,-119.3204774,Oregon,,Umatilla County
Amazon PDX69,Amazon Web Services,45.9050998,-119.3201446,Oregon,Umatilla,Umatilla County
,,45.9157234,-119.2699703,Oregon,Umatilla,Umatilla County
,,39.0696487,-77.5607711,VA,Leesburg,Loudoun County
,,39.069656,-77.5594332,VA,Leesburg,Loudoun County
Meta Henrico Data Center,Meta,37.4778562,-77.2264818,Virginia,,Henrico County
QTS,Quality Technology Services,33.4608806,-111.9971562,AZ,Phoenix,Maricopa County
,,38.8105602,-89.9487033,Illinois,Edwardsville,Madison County
CoreSite Reston Campus VA2,CoreSite,38.9514551,-77.363999,Virginia,Reston,Fairfax County
AWS IAD105,Amazon Web Services,38.7475999,-77.51948,Virginia,Innovation,Prince William County
AWS IAD104,Amazon Web Services,38.7483699,-77.5207001,Virginia,Innovation,Prince William County
QTS Manassas DC1,Quality Technology Services,38.7525433,-77.513108,Virginia,Innovation,Prince William County
,,39.133687,-76.8514344,MD,Laurel,Howard County
,,44.3016719,-120.8945866,Oregon,Prineville,Crook County
,,44.299218,-120.8945819,Oregon,Prineville,Crook County
Digital Realty PDX11 Data Center,Digital Realty,45.5685099,-122.9198976,OR,Hillsboro,Washington County
Datacenter (386),UChicago Argonne LLC,41.7071342,-87.9759559,Illinois,Lemont,DuPage County
Amazon Web Services,Amazon Web Services,40.1017666,-83.1995833,Ohio,Dublin,Franklin County
Amazon Web Services,Amazon Web Services,40.1007676,-83.1994749,Ohio,Dublin,Franklin County
Amazon Web Services,Amazon Web Services,40.0997864,-83.1992645,Ohio,Dublin,Franklin County
NTT Chicago CH1,NTT,41.9879619,-88.0072217,IL,Itasca,DuPage County
,West Wisconsin Telcom,44.8771653,-91.9199989,WI,Menomonie,Dunn County
CoreSite SV7,CoreSite,37.3760788,-121.9730567,California,Santa Clara,Santa Clara County
Meta Huntsville Data center,Meta,34.8473235,-86.6269189,Alabama,Huntsville,Madison County
Meta Huntsville Data center,Meta,34.8434819,-86.6288559,Alabama,Huntsville,Madison County
Meta Huntsville Data center,Meta,34.840441,-86.6288253,Alabama,,Madison County
Amazon Web Services,Amazon Web Services,38.979147,-77.419905,VA,Sterling,Loudoun County
,,38.9572529,-77.4978409,Virginia,,Loudoun County
Microsoft EAT03,Microsoft,47.4183239,-120.20771,WA,East Wenatchee,Douglas County
Microsoft EAT04,Microsoft,47.4196379,-120.2138134,Washington,East Wenatchee,Douglas County
Microsoft,Microsoft,41.5349901,-93.8634444,Iowa,West Des Moines,Dallas County
Google: Arcola 2,Google,38.9418116,-77.5274514,Virginia,Arcola,Loudoun County
EAT14,,47.3594969,-120.1600907,Washington,,Chelan County
EAT13,,47.3584257,-120.1599758,Washington,,Chelan County
EAT12,,47.357433,-120.1595463,Washington,,Chelan County
,,32.8947608,-96.9819377,Texas,Irving,Dallas County
Amazon IAD603,Amazon Web Services,38.9815444,-77.4193612,Virginia,Sterling,Loudoun County
,,41.1254028,-104.9075519,Wyoming,,Laramie County
,,41.1264379,-104.8995158,Wyoming,,Laramie County
,,41.125411,-104.9019777,Wyoming,,Laramie County
,,41.122266,-104.9081423,Wyoming,,Laramie County
,,41.1222462,-104.9095169,Wyoming,,Laramie County
Flexential Philadelphia - Collegeville,Flexential,40.1522366,-75.4776181,PA,Collegeville,Montgomery County
Amazon IAD86,Amazon Web Services,38.9172562,-77.4956744,Virginia,South Riding,Loudoun County
Amazon IAD130,Amazon Web Services,38.7603606,-77.5193019,Virginia,Manassas,Prince William County
Amazon IAD131,Amazon Web Services,38.7611048,-77.518221,Virginia,Innovation,Prince William County
Meta Data Center,Meta,39.3226284,-94.5980754,Missouri,Kansas City,Clay County
QTS Ashburn-Shellhorn DC2,Quality Technology Services,38.9987099,-77.4743264,Virginia,,Loudoun County
QTS Ashburn Lockridge,Quality Technology Services,38.9953067,-77.455264,Virginia,,Loudoun County
QTS Ashburn Lockridge,Quality Technology Services,38.9951808,-77.4568191,Virginia,,Loudoun County
Amazon IAD192,Amazon Web Services,38.98956,-77.4348017,VA,Sterling,Loudoun County
,,39.017043,-77.4733379,Virginia,Ashburn,Loudoun County
NTT Ashburn VA8 Data Centre,NTT,39.0201893,-77.475509,Virginia,Ashburn,Loudoun County
DataBank Ashburn IAD3,Databank,39.0179043,-77.4818188,Virginia,Ashburn,Loudoun County
PowerHouse ABX-1,PowerHouse,39.0195992,-77.4504568,Virginia,,Loudoun County
,,39.0179257,-77.4595164,Virginia,Ashburn,Loudoun County
Meta,Meta,34.8258798,-106.7788934,NM,Los Lunas,Valencia County
,,47.2448126,-119.8180948,Washington,Quincy,Grant County
,,47.2442897,-119.8148063,Washington,Quincy,Grant County
Lightedge Des Moines 2,,41.666814,-93.4559432,IA,Altoona,Polk County
Amazon AWS Data Center,,41.69023,-86.4686889,Indiana,New Carlisle,Saint Joseph County
QTS Suwanee,Quality Technology Services,34.0361545,-84.0593468,Georgia,Suwanee,Gwinnett County
,,39.5697107,-119.5378592,Nevada,,Washoe County
,,39.5700526,-119.5370915,Nevada,,Washoe County
,,39.5705918,-119.5360339,Nevada,,Washoe County
,,39.5709863,-119.5353174,Nevada,,Washoe County
Carrier Services Group,,41.041059,-80.633078,OH,Boardman,Mahoning County
Flexential Nashville - Cool Springs,Flexential,35.951045,-86.833406,TN,Franklin,Williamson County
,,43.6383333,-89.7214027,Wisconsin,Town of Newport,Columbia County
Gallatin Data Center,Meta,36.4084957,-86.3716203,Tennessee,Gallatin,Sumner County
Aligned Data Center - Chicago ORD-01,Aligned,41.9140034,-87.9175163,IL,Northlake,Cook County
Aligned Data Center - Chicago ORD-02,Aligned,41.9129628,-87.9175895,IL,Northlake,Cook County
,,42.0231434,-87.9721861,Illinois,Elk Grove Village,Cook County
T5 Chicago II,T5 Data Centers,42.0230424,-87.9755567,IL,Elk Grove Village,Cook County
Cortex supercomputer,,30.2156048,-97.6189387,Texas,Austin,Travis County
AWS IAD106,Amazon Web Services,38.7469789,-77.518524,Virginia,Innovation,Prince William County
Google NBY-2,Google,40.0596182,-82.7644645,Ohio,New Albany,Franklin County
Amazon Web Services,Amazon Web Services,38.9491488,-77.5235942,Virginia,Arcola,Loudoun County
,,41.2121073,-95.8778947,Iowa,Council Bluffs,Pottawattamie County
CyrusOne OCB1 Council Bluffs,CyrusOne,41.212197,-95.878,IA,Council Bluffs,Pottawattamie County
Amazon Web Services,Amazon Web Services,45.8361921,-119.6940549,Oregon,Boardman,Morrow County
Equinix DC14,Equinix,38.8033786,-77.5105458,VA,Manassas,Prince William County
Novartis,,32.6512011,-97.3196729,Texas,Fort Worth,Tarrant County
Equinix SV11,Equinix,37.242615,-121.7840216,CA,San Jose,Santa Clara County
Amazon IAD103,Amazon Web Services,38.7369848,-77.5040881,Virginia,,Prince William County
CloudHQ MCC3,CloudHQ,38.7150171,-77.4951199,Virginia,,Prince William County
CyrusOne PHX8,,33.2663278,-111.8833041,AZ,Chandler,Maricopa County
CyrusOne PHX3,,33.2719163,-111.8816269,AZ,Chandler,Maricopa County
CyrusOne PHX4,,33.2718093,-111.8832625,AZ,Chandler,Maricopa County
Vantage VA13,Vantage Data Centers,39.0031988,-77.4398528,Virginia,,Loudoun County
Lightedge Des Moines 1,,41.6676628,-93.4554841,IA,Altoona,Polk County
Yahoo,Yahoo,41.1804987,-96.0849058,Nebraska,La Vista,Sarpy County
,CenturyLink,32.3096657,-106.7291929,New Mexico,Las Cruces,Doña Ana County
Verizon North Las Vegas,Verizon,36.2218945,-115.1470466,Nevada,North Las Vegas,Clark County
Google,Google,41.1349194,-96.1440824,Nebraska,Papillion,Sarpy County
Google,Google,41.1343926,-96.1559041,Nebraska,,Sarpy County
Involta Independence,,41.361071,-81.6327814,Ohio,Independence,Cuyahoga County
Bloomberg Data Center,Bloomberg,41.0361943,-73.9876261,NY,Orangeburg,Rockland County
fifteenfortyseven CSR ORNY1,fifteenfortyseven Critical Systems Realty,41.0344926,-73.9757865,NY,Orangeburg,Rockland County
Stack Infrastructure Portland 3 Data Center -Bld POR3b,Stack Infrastructure,45.5541515,-122.939406,Oregon,Hillsboro,Washington County
Stack Infrastructure Portland 3 Data Center -Bld POR3c,Stack Infrastructure,45.5541944,-122.9409256,Oregon,Hillsboro,Washington County
Amazon Web Services,Amazon Web Services,38.9043442,-77.4524692,Virginia,Reston,Fairfax County
Amazon Web Services,Amazon Web Services,38.9048369,-77.4547504,Virginia,Reston,Fairfax County
Amazon Web Services,Amazon Web Services,38.9159035,-77.4905509,Virginia,South Riding,Loudoun County
Amazon Web Services,Amazon Web Services,38.9149908,-77.4909743,Virginia,South Riding,Loudoun County
Amazon Web Services CMH62,Amazon Web Services,40.0929864,-82.7476276,Ohio,New Albany,Licking County
Amazon Web Services,Amazon Web Services,40.0934344,-82.7321669,Ohio,New Albany,Licking County
Amazon Web Services,Amazon Web Services,40.0921679,-82.7275475,Ohio,New Albany,Licking County
Amazon Web Services,Amazon Web Services,40.0929609,-82.7265106,Ohio,New Albany,Licking County
Amazon Web Services,Amazon Web Services,40.1162611,-83.2013887,Ohio,,Union County
,Amazon Web Services,40.1173912,-83.2020737,Ohio,,Union County
Amazon Web Services,Amazon Web Services,40.1190307,-83.2002438,Ohio,,Union County
Amazon Web Services,Amazon Web Services,40.0493536,-83.175465,Ohio,Hilliard,Franklin County
,Amazon Web Services,40.0481384,-83.1752938,Ohio,Hilliard,Franklin County
Amazon Web Services,Amazon Web Services,40.0478979,-83.1775485,Ohio,Hilliard,Franklin County
Google NBY-3,Google,40.0579063,-82.7653279,Ohio,New Albany,Franklin County
Google NBY-4,Google,40.0593527,-82.7717447,Ohio,New Albany,Franklin County
,Meta,40.0603757,-82.7509948,Ohio,New Albany,Licking County
Google,Google,39.8520765,-82.9948358,Ohio,Columbus,Franklin County
Google,Google,38.7761446,-77.5825144,Virginia,,Prince William County
Amazon Web Services,Amazon Web Services,45.8587472,-119.6050828,Oregon,,Morrow County
Amazon Web Services,Amazon Web Services,45.860076,-119.6051229,Oregon,,Morrow County
Amazon Web Services,Amazon Web Services,45.8609677,-119.6051401,Oregon,,Morrow County
Amazon Web Services,Amazon Web Services,45.8414702,-119.6517858,Oregon,Boardman,Morrow County
Amazon Web Services,Amazon Web Services,45.9206382,-119.2318204,Oregon,Umatilla,Umatilla County
Amazon Web Services,Amazon Web Services,45.9206409,-119.2299822,Oregon,Umatilla,Umatilla County
Amazon Web Services,Amazon Web Services,45.7977753,-119.3619683,Oregon,,Umatilla County
Amazon Web Services,Amazon Web Services,45.799157,-119.3666613,Oregon,,Umatilla County
Google,Google,39.7240422,-82.6911124,Ohio,,Fairfield County
Amazon Web Services,Amazon Web Services,38.7461526,-77.5172227,Virginia,Innovation,Prince William County
Amazon Web Services,Amazon Web Services,38.9213052,-77.4858007,Virginia,South Riding,Loudoun County
Amazon Web Services,Amazon Web Services,38.9950879,-77.4710775,Virginia,,Loudoun County
Meta Sarpy Data center,Meta,41.1235744,-96.1328883,Nebraska,Papillion,Sarpy County
Meta Sarpy Data center,Meta,41.1143501,-96.1428055,Nebraska,Papillion,Sarpy County
Meta Sarpy Data center,Meta,41.1122489,-96.1416248,Nebraska,Springfield,Sarpy County
Meta,Meta,41.6757843,-93.5098305,Iowa,Altoona,Polk County
Meta,Meta,41.675801,-93.5060373,Iowa,Altoona,Polk County
Dynamics Mining,,37.3629981,-87.5471512,Kentucky,Madisonville,Hopkins County
Flexential Atlanta - Douglasville 2,Flexential,33.7307027,-84.6112398,GA,Douglasville,Douglas County
,Switch,36.0640206,-115.221109,Nevada,Enterprise,Clark County
Windbreak Cable,,41.1826012,-104.0684983,WY,Pine Bluffs,Laramie County
,,38.7403853,-77.5039772,Virginia,Manassas,
NTT Chicago CH2,NTT,41.9890149,-88.0072131,IL,Itasca,DuPage County
,,44.2857556,-120.8699219,Oregon,Prineville,Crook County
Amazon IAD214,Amazon Web Services,38.9865317,-77.4351775,VA,Sterling,Loudoun County
Aligned IAD03,Aligned,38.9886354,-77.4407776,Virginia,,Loudoun County
Digital Realty IAD55,Digital Realty,38.9921932,-77.4339218,VA,Sterling,Loudoun County
Involta-Akron,,41.0573837,-81.5219276,Ohio,Akron,Summit County
Amazon Web Services,Amazon Web Services,38.9473737,-77.5202381,Virginia,Arcola,Loudoun County
Amazon Web Services,Amazon Web Services,38.9835846,-77.4175152,Virginia,Oak Grove,Loudoun County
Amazon Web Services,Amazon Web Services,38.8028836,-77.6221217,VA,Gainesville,Prince William County
Amazon Web Services,Amazon Web Services,38.745134,-77.5331012,Virginia,Manassas,Prince William County
Amazon Web Services,Amazon Web Services,38.8145928,-77.6543195,Virginia,,Prince William County
Amazon Web Services,Amazon Web Services,38.8169707,-77.6521528,Virginia,Haymarket,Prince William County
Amazon Web Services,Amazon Web Services,40.1341815,-83.2158409,Ohio,,Union County
Amazon Web Services,Amazon Web Services,45.9205943,-119.2287879,Oregon,,Umatilla County
Amazon Web Services,Amazon Web Services,45.9205713,-119.2270051,Oregon,,Umatilla County
Amazon Web Services,Amazon Web Services,45.919531,-119.2260983,Oregon,,Umatilla County
Amazon Web Services,Amazon Web Services,45.8825121,-119.3416417,Oregon,Umatilla,Umatilla County
Amazon Web Services,Amazon Web Services,45.8622482,-119.6051279,Oregon,,Morrow County
Amazon Web Services,Amazon Web Services,45.8580437,-119.604851,Oregon,,Morrow County
Amazon Web Services,Amazon Web Services,45.8406847,-119.6513096,Oregon,Boardman,Morrow County
Amazon Web Services,Amazon Web Services,45.8199301,-119.6320855,Oregon,,Morrow County
"Google Lockbourne, OH",Google,39.8484523,-82.9963927,Ohio,Columbus,Franklin County
Amazon New Albany: Jug and Beach Road,,40.0990767,-82.7515054,Ohio,New Albany,Licking County
UPS Data Center,,34.1033836,-84.2149701,GA,Alpharetta,Forsyth County
MineOne Wyoming Data Center,MineOne,41.1249898,-104.8948491,Wyoming,,Laramie County
Iron Mountain VA-3,,38.7755471,-77.5451498,Virginia,Linton Hall,Prince William County
Microsoft,Microsoft,33.4463027,-112.3738867,AZ,Goodyear,Maricopa County
Google,Google,38.7744375,-77.5856183,Virginia,Bristow,Prince William County
Amazon Web Services,Amazon Web Services,38.801862,-77.621212,VA,Gainesville,Prince William County
Amazon Web Services,Amazon Web Services,38.8012504,-77.6204762,VA,Gainesville,Prince William County
Iron Mountain VA-4,,38.7744146,-77.54223,Virginia,,Prince William County
Iron Mountain VA-5,,38.773028,-77.5411854,Virginia,,Prince William County
QTS Manassas DC2,Quality Technology Services,38.7531664,-77.5108824,Virginia,Manassas,Prince William County
,,38.7589306,-77.5166938,Virginia,Innovation,Prince William County
Google,Google,41.1736261,-95.7921884,Iowa,Council Bluffs,Pottawattamie County
Google,Google,41.1736283,-95.7886606,Iowa,Council Bluffs,Pottawattamie County
T5@Cleveland,T5 Data Centers,41.4430567,-81.803445,Ohio,Cleveland,Cuyahoga County
42311 THUNDERBALL DR,True North Data Solutions,39.0425196,-77.5382898,VA,Leesburg,Loudoun County
42255 THUNDERBALL DR,True North Data Solutions,39.0416534,-77.539212,VA,Leesburg,Loudoun County
42254 THUNDERBALL DR,True North Data Solutions,39.0434964,-77.5408399,VA,Leesburg,Loudoun County
Meta Gallatin Data Center,Meta,36.4118929,-86.3696526,Tennessee,Gallatin,Sumner County
Modesto Junior College West Data Center,Yosemite Community College District,37.6651447,-121.0400334,California,Modesto,Stanislaus County
GVTC,GVTC,29.686403,-98.4626475,Texas,,Bexar County
Stream Data Centers,,32.9836243,-96.6542632,Texas,Garland,Dallas County
MARA Data Center,Marathon Digital Holdings,32.3413407,-97.7316918,TX,Granbury,Hood County
,,38.9480346,-77.5589842,Virginia,,Loudoun County
,,38.9500822,-77.5588677,Virginia,,Loudoun County
Amazon AWS Data Center,,41.6677641,-86.4730555,Indiana,,Saint Joseph County
Iron Mountain VA-6,,38.7681429,-77.5386481,VA,Manassas,Prince William County
Ark Duluth Data Center,,46.8274678,-92.1304819,Minnesota,Duluth,Saint Louis County
Flexential Charlotte - North,Flexential,35.329773,-80.7657588,NC,Charlotte,Mecklenburg County
Equinix Ashburn DC6,Equinix,39.0151965,-77.4595343,VA,Ashburn,Loudoun County
Equinix Ashburn DC4,Equinix,39.0164403,-77.4619542,VA,Ashburn,Loudoun County
,HEB,29.5801522,-98.5413037,Texas,San Antonio,Bexar County
,Meta,41.8885461,-88.7218341,Illinois,DeKalb,DeKalb County
,Meta,41.8892995,-88.7310298,Illinois,DeKalb,DeKalb County
,Meta,41.890305,-88.7266276,Illinois,DeKalb,DeKalb County
Meta Gallatin Data Center,Meta,36.4113782,-86.3660037,Tennessee,Gallatin,Sumner County
Meta Gallatin Data Center,Meta,36.4060645,-86.3666284,Tennessee,Gallatin,Sumner County
Google,Google,41.1379084,-96.1514321,Nebraska,,Sarpy County
,,37.3706431,-121.9744825,CA,Santa Clara,Santa Clara County
Vantage Santa Clara CA2,Vantage Data Centers,37.3640012,-121.94689,CA,Santa Clara,Santa Clara County
Digital Realty Silicon Valley SJC37,Digital Realty,37.3709193,-121.9472166,CA,Santa Clara,Santa Clara County
Switch Las Vegas 12,,36.0579919,-115.2103279,Nevada,Enterprise,Clark County
QTS,Quality Technology Services,33.4646803,-111.9975601,Arizona,Phoenix,Maricopa County
,,42.0230805,-87.9614627,Illinois,Elk Grove Village,Cook County
Digital Realty Northern Virginia IAD44,Digital Realty,38.9608537,-77.4913983,Virginia,Sterling,Loudoun County
Centersquare Ashburn IAD4 Data Center,Centersquare,39.0219969,-77.4532002,Virginia,Ashburn,Loudoun County
Microsoft,Microsoft,41.495806,-93.7870549,IA,West Des Moines,Warren County
Microsoft,Microsoft,41.4947497,-93.7870201,IA,West Des Moines,Warren County
Apple,Apple,41.6168519,-93.9243968,Iowa,Waukee,Dallas County
,,38.9498414,-77.549551,Virginia,Arcola,Loudoun County
,,40.2245343,-83.0457923,OH,Delaware,Delaware County
DC BLOX Myrtle Beach Cable Landing Station,,33.6746067,-78.9438847,SC,Myrtle Beach,Horry County
,,39.5115198,-119.4833058,Nevada,,Storey County
,,39.0660153,-77.5585694,VA,Leesburg,Loudoun County
,,41.3429656,-96.0902066,NE,Omaha,Douglas County
Meta,Meta,34.8258634,-106.7824726,NM,Los Lunas,Valencia County
DataBank,,45.1436925,-93.3871189,MN,Brooklyn Park,Hennepin County
Vantage WA13,,47.2524814,-119.8136392,Washington,Quincy,Grant County
,,47.2436449,-119.8690512,Washington,Quincy,Grant County
Amazon Web Services,Amazon Web Services,38.9227671,-77.4278721,Virginia,Sully Square,Fairfax County
Amazon Web Services,Amazon Web Services,38.9211238,-77.4265432,Virginia,Sully Square,Fairfax County
Amazon Web Services,Amazon Web Services,38.9227105,-77.4263036,Virginia,Sully Square,Fairfax County
CyrusOne SAT10 & SAT11,CyrusOne,29.4182209,-98.7878367,Texas,,Bexar County
Amazon,,29.4506766,-98.6387042,Texas,San Antonio,Bexar County
,,29.418466,-98.788796,Texas,,Bexar County
Csquare SFO4,Csquare,37.3757651,-121.9562701,CA,Santa Clara,Santa Clara County
,,39.0004483,-77.4607956,Virginia,,Loudoun County
,,38.9991105,-77.4608431,Virginia,,Loudoun County
,,39.0018258,-77.4527034,Virginia,,Loudoun County
Vantage VA2,Vantage Data Centers,38.9979532,-77.4302548,VA,Sterling,Loudoun County
CyrusOne Cincinnati-Hamilton CIN4,CyrusOne,39.3852721,-84.5662844,Ohio,Hamilton,Butler County
DataBank Santa Clara SFO1,DataBank,37.4073026,-121.9659803,CA,Santa Clara,Santa Clara County
NTT PH1 Datacenter,NTT,33.3536663,-111.6124114,AZ,Mesa,Maricopa County
Iron Mountain AZP-1,Iron Mountain,33.4547261,-111.9762182,AZ,Phoenix,Maricopa County
PTC,Stayton Cooperative Telephone Company,44.7752235,-122.6159312,Oregon,Lyons,Linn County
,,41.5158641,-93.7203124,Iowa,West Des Moines,Polk County
,,41.5168636,-93.7197673,Iowa,West Des Moines,Polk County
CenturyLink,,39.7440482,-93.997376,Missouri,Hamilton,Caldwell County
,,33.3532147,-111.6780333,Arizona,Mesa,Maricopa County
Amazon Web Services,Amazon Web Services,45.8795272,-119.3416256,Oregon,Umatilla,Umatilla County
Amazon Web Services,Amazon Web Services,45.8825302,-119.339693,Oregon,Umatilla,Umatilla County
,,40.0592384,-82.7626774,Ohio,New Albany,Franklin County
Microsoft,Microsoft,41.5339161,-93.863439,Iowa,West Des Moines,Dallas County
Microsoft,Microsoft,41.5328375,-93.8634622,Iowa,West Des Moines,Dallas County
Microsoft,Microsoft,41.531814,-93.8634426,Iowa,West Des Moines,Dallas County
Flexential Las Vegas - Downtown,Flexential,36.1686438,-115.1431445,NV,Las Vegas,Clark County
,,38.737208,-77.8262798,Virginia,Warrenton,Fauquier County
,,38.7382145,-77.8258682,Virginia,Warrenton,Fauquier County
xAI Colossus,xAI,35.0599502,-90.1563819,TN,Memphis,Shelby County
,CloudHQ,39.0023674,-77.4719844,Virginia,,Loudoun County
T5@Cleveland,T5 Data Centers,41.4426221,-81.8022998,Ohio,Cleveland,Cuyahoga County
